Genes (V3)	Genes (V4)	 Maize_EAR	 Teosinte_EAR	 Maize_LEAF	 Teosinte_LEAF	 Maize_STEM	 Teosinte_STEM
AC217050.4_FG006	Zm00001d032231	8234	6302	4765	5349	5205	4720
AC217050.4_FG007	Zm00001d032230	NA	NA	41	194	11	219
AC217051.3_FG006	Zm00001d025346	0	1	NA	NA	NA	NA
AC217121.3_FG007	Zm00001d050335	191	200	154	136	146	175
AC217264.3_FG001	Zm00001d033074	NA	NA	1	0	NA	NA
AC217271.3_FG001	Zm00001d052488	856	1051	514	731	937	741
AC217271.3_FG002	Zm00001d052489	1007	936	461	521	716	720
AC217293.3_FG005	Zm00001d007743	25	14	8	25	60	73
AC217293.3_FG007	Zm00001d007745	1	5	1186	350	4144	6626
AC217300.3_FG005	Zm00001d028702	1	8	158	94	4	3
AC217358.3_FG003	Zm00001d034797	1402	1294	579	847	881	924
AC217358.3_FG005	Zm00001d034795	8798	7993	3406	7700	3892	4801
AC217358.3_FG010	Zm00001d034804	319	366	215	242	221	242
AC217358.3_FG011	Zm00001d034805	1873	1945	1560	1467	2200	1819
AC217401.3_FG001	Zm00001d033650	375	381	529	452	190	237
AC217401.3_FG002	Zm00001d033651	3168	3079	3881	3300	3451	2873
AC217401.3_FG003	Zm00001d033652	178	252	752	497	1802	1415
AC217499.3_FG001	Zm00001d044307	864	818	1186	1191	1074	1353
AC217499.3_FG003	Zm00001d044309	151	58	69	18	112	46
AC217665.3_FG005	Zm00001d050755	615	555	433	418	758	575
AC217840.3_FG001	Zm00001d016543	555	382	639	532	498	390
AC217841.3_FG001	Zm00001d040906	0	1	2	0	1	0
AC217842.3_FG001	Zm00001d005135	411	306	218	235	215	230
AC217910.3_FG004	Zm00001d032287	1	0	0	2	3	0
AC217947.4_FG002	Zm00001d050218	1743	3086	2195	4030	5500	7547
AC217962.3_FG005	Zm00001d021142	1884	1935	1149	1361	1197	1230
AC217975.3_FG001	Zm00001d022274	37	81	135	76	47	59
AC217977.3_FG003	Zm00001d032357	412	282	902	532	629	596
AC218093.3_FG005	Zm00001d002935	NA	NA	NA	NA	NA	NA
AC218148.2_FG008	Zm00001d038733	1457	1577	1023	1115	917	1189
AC218972.3_FG001	Zm00001d012511	3708	1889	2517	1418	3395	2040
AC218972.3_FG004	Zm00001d012514	4492	4127	6176	6627	1574	1572
AC218972.3_FG007	Zm00001d012517	405	225	293	261	311	288
AC218998.2_FG003	Zm00001d048880	193	183	143	173	105	113
AC218998.2_FG007	Zm00001d048876	1847	965	941	528	1114	734
AC219006.2_FG006	Zm00001d010985	2	8	4	5	3	6
AC219006.2_FG007	Zm00001d010986	144	104	23	55	36	61
AC219020.4_FG002	Zm00001d037015	1	0	4	1	20	36
AC219061.2_FG007	Zm00001d025746	955	883	764	633	939	823
AC219156.3_FG002	Zm00001d008998	29	61	36	13	178	66
AC219190.3_FG002	Zm00001d046723	8	5	1	6	6	14
AC220927.3_FG007	Zm00001d018107	13	36	10	13	6	12
AC220970.4_FG001	Zm00001d012807	40	96	0	11	0	2
AC220970.4_FG002	Zm00001d012808	3	0	154	40	244	58
AC220972.3_FG001	Zm00001d040638	0	3	1	2	1	11
AC225127.3_FG003	Zm00001d052736	0	3	9	2	0	2
AC225147.4_FG002	Zm00001d034628	1748	1379	1907	2278	2149	1940
AC225147.4_FG003	Zm00001d034627	318	236	164	180	146	170
AC225185.3_FG004	Zm00001d041088	1381	1293	829	843	605	723
AC225193.3_FG003	Zm00001d047042	438	440	134	270	266	219
AC225193.3_FG004	Zm00001d047043	233	170	75	72	103	96
AC225205.3_FG003	Zm00001d020828	2683	1931	923	629	1166	931
AC225564.3_FG003	Zm00001d019336	NA	NA	6	1	NA	NA
AC225718.2_FG006	Zm00001d014491	0	1	NA	NA	1	0
AC226227.2_FG005	Zm00001d025807	17	36	43	51	28	29
AC226230.2_FG001	Zm00001d019920	520	437	390	342	642	490
AC226235.2_FG001	Zm00001d040173	0	3	200	250	828	494
AC226235.2_FG002	Zm00001d040172	2703	2467	3163	3308	3859	3130
AC226235.2_FG003	Zm00001d040171	15	65	297	298	380	119
AC226248.1_FG002	Zm00001d010234	22	34	48	25	24	20
AC226368.2_FG006	Zm00001d029255	284	231	97	219	170	166
AC226373.2_FG010	Zm00001d038587	1264	893	339	436	624	625
AC230011.2_FG002	Zm00001d041362	699	181	657	272	847	670
AC230013.2_FG007	Zm00001d043942	4034	3198	3983	5939	3859	3524
AC230017.2_FG009	Zm00001d052966	NA	NA	NA	NA	NA	NA
AC231180.2_FG006	Zm00001d009717	114	127	81	82	44	30
AC231425.1_FG006	Zm00001d041783	0	2	NA	NA	0	2
AC231745.1_FG004	Zm00001d045294	1312	892	692	425	1430	1064
AC231747.1_FG001	Zm00001d025210	3075	2651	2520	2292	3050	2423
AC232238.2_FG004	Zm00001d012294	21	2	9	5	105	37
AC232238.2_FG008	Zm00001d012290	4	1	3	2	5	2
AC233751.1_FG002	Zm00001d049824	71	67	12	0	NA	NA
AC233850.1_FG005	Zm00001d016737	334	293	132	166	236	209
AC233850.1_FG009	Zm00001d016735	83	46	19	6	6	2
AC233851.1_FG011	Zm00001d043222	3	4	3	0	0	1
AC233851.1_FG014	Zm00001d043225	1777	1791	1724	2007	1788	1834
AC233851.1_FG017	Zm00001d043226	NA	NA	NA	NA	18	29
AC233853.1_FG003	Zm00001d039384	53	26	49	54	24	22
AC233854.1_FG002	Zm00001d009732	NA	NA	5	0	7	0
AC233861.1_FG001	Zm00001d005986	0	5	2	2	16	34
AC233865.1_FG001	Zm00001d021422	6550	4970	1816	3876	1459	897
AC233865.1_FG004	Zm00001d021425	7	10	3	1	7	6
AC233865.1_FG006	Zm00001d021426	349	273	165	253	232	284
AC233866.1_FG006	Zm00001d037905	26003	19973	29351	40008	21925	29213
AC233870.1_FG003	Zm00001d039156	1146	1673	1106	800	1499	732
AC233870.1_FG004	Zm00001d039155	494	369	107	130	219	205
AC233870.1_FG006	Zm00001d039154	2532	2943	2313	2785	2199	2569
AC233872.1_FG003	Zm00001d039883	1144	623	833	1448	1466	1673
AC233878.1_FG004	Zm00001d033886	1101	1080	569	671	584	635
AC233879.1_FG002	Zm00001d037988	1	0	NA	NA	NA	NA
AC233880.1_FG006	Zm00001d039250	472	484	261	303	372	332
AC233882.1_FG003	Zm00001d043766	63	34	212	88	815	376
AC233882.1_FG005	Zm00001d043765	18	0	8	15	9	24
AC233885.1_FG001	Zm00001d013658	561	398	334	149	754	447
AC233885.1_FG002	Zm00001d013660	23	20	27	9	33	3
AC233887.1_FG005	Zm00001d003749	1	0	NA	NA	5	0
AC233887.1_FG006	Zm00001d003750	1403	2352	622	984	725	1407
AC233888.1_FG001	Zm00001d025771	5	0	19	6	308	148
AC233892.1_FG001	Zm00001d032707	445	481	841	1179	291	351
AC233893.1_FG003	Zm00001d048061	0	4	24	4	3	46
AC233893.1_FG006	Zm00001d048054	378	457	2153	1180	592	461
AC233894.1_FG005	Zm00001d014021	37	74	57	24	63	77
AC233895.1_FG001	Zm00001d037992	7107	6474	4597	7303	6556	6781
AC233898.1_FG004	Zm00001d023566	243	458	438	311	112	170
AC233901.1_FG010	Zm00001d048414	159	190	410	305	308	282
AC233903.1_FG002	Zm00001d003219	8	1	NA	NA	NA	NA
AC233910.1_FG001	Zm00001d006315	311	293	109	173	111	161
AC233910.1_FG002	Zm00001d006316	0	43	0	31	0	28
AC233910.1_FG004	Zm00001d006317	431	384	303	410	477	603
AC233910.1_FG008	Zm00001d006312	468	765	300	282	525	580
AC233910.1_FG010	Zm00001d006308	251	269	116	112	176	128
AC233922.1_FG004	Zm00001d053901	53	74	275	237	74	49
AC233922.1_FG005	Zm00001d053900	2311	1573	1904	1849	2253	1931
AC233922.1_FG008	Zm00001d053897	7	0	85	54	830	696
AC233935.1_FG005	Zm00001d028625	15	7	541	263	13	18
AC233936.1_FG003	Zm00001d036723	35	25	9	10	17	5
AC233939.1_FG003	Zm00001d047781	247	282	111	154	144	194
AC233942.1_FG001	Zm00001d037902	399	386	198	150	452	562
AC233943.1_FG002	Zm00001d039694	65	24	2	0	23	49
AC233945.1_FG003	Zm00001d043838	54	30	102	59	40	49
AC233946.1_FG004	Zm00001d043783	NA	NA	0	5	19	10
AC233949.1_FG004	Zm00001d014124	4906	4306	5898	6040	6775	6724
AC233950.1_FG002	Zm00001d033673	934	443	0	4	54	53
AC233952.1_FG008	Zm00001d006768	NA	NA	6	3	6	5
AC233953.1_FG004	Zm00001d011912	44	19	53	45	8	13
AC233953.1_FG005	Zm00001d011913	3337	2453	1647	1622	3268	2772
AC233955.1_FG008	Zm00001d047638	0	6	12	9	12	25
AC233955.1_FG009	Zm00001d047637	685	686	292	221	65	111
AC233960.1_FG002	Zm00001d017727	4	27	12	41	73	81
AC233960.1_FG003	Zm00001d017726	14	133	100	113	249	493
AC233961.1_FG001	Zm00001d019195	8903	8923	3267	4161	4307	4306
AC233967.1_FG001	Zm00001d003729	163	203	205	212	218	241
AC233979.1_FG006	Zm00001d026026	21	2	8	2	19	32
AC233979.1_FG009	Zm00001d026030	1139	967	544	510	716	707
AC233979.1_FG010	Zm00001d026031	141	132	82	67	123	110
AC234152.1_FG002	Zm00001d010210	344	527	267	314	799	831
AC234152.1_FG005	Zm00001d010212	3	10	38	42	55	202
AC234152.1_FG007	Zm00001d010209	1	0	NA	NA	3	1
AC234154.1_FG007	Zm00001d021132	461	373	438	411	733	814
AC234154.1_FG008	Zm00001d021131	191	314	98	173	213	325
AC234155.1_FG002	Zm00001d010634	19	40	153	120	507	442
AC234156.1_FG005	Zm00001d052864	726	661	1144	946	356	383
AC234157.1_FG002	Zm00001d034192	156	195	4467	4029	77	140
AC234158.1_FG005	Zm00001d047028	2688	3205	1772	1702	1984	1797
AC234159.1_FG002	Zm00001d022406	796	673	538	700	596	593
AC234164.1_FG004	Zm00001d045507	180	232	83	67	26	51
AC234165.1_FG002	Zm00001d042420	3	9	11	13	137	170
AC234171.1_FG003	Zm00001d037484	221	292	1326	837	1066	999
AC234175.1_FG010	Zm00001d023302	1172	1129	355	572	438	410
AC234183.1_FG002	Zm00001d035285	95	38	48	8	49	20
AC234185.1_FG004	Zm00001d009631	1625	1724	558	432	1077	608
AC234185.1_FG007	Zm00001d009627	3093	2796	2655	1947	2547	2439
AC234201.1_FG003	Zm00001d026702	1603	1084	1120	788	999	810
AC234203.1_FG004	Zm00001d031447	2200	2889	20493	15006	4510	4335
AC234203.1_FG010	Zm00001d031444	2064	2610	922	1046	454	304
AC234203.1_FG011	Zm00001d031445	854	494	559	411	535	338
AC234515.1_FG003	Zm00001d015348	9226	8251	7156	7087	3606	3039
AC234520.1_FG005	Zm00001d030892	949	861	750	712	825	714
AC234521.1_FG007	Zm00001d002821	NA	NA	NA	NA	8	1
AC234526.1_FG005	Zm00001d020961	1	3	18	22	23	46
AC234528.1_FG004	Zm00001d031928	132	164	174	170	221	233
AC234528.1_FG005	Zm00001d031929	2637	2464	2791	3906	2124	2393
AC235011.1_FG012	Zm00001d006656	NA	NA	NA	NA	NA	NA
AC235534.1_FG007	Zm00001d026088	186	94	7	15	81	26
AC235535.1_FG001	Zm00001d009312	5653	4980	2185	2334	2609	2206
AC235540.1_FG002	Zm00001d004635	5	8	348	269	155	97
AC235541.1_FG002	Zm00001d003948	5581	4766	2466	2369	3926	3068
AC235543.1_FG002	Zm00001d038268	98	98	60	111	119	126
AC235543.1_FG003	Zm00001d038267	279	72	139	64	220	151
AC235544.1_FG002	Zm00001d048225	NA	NA	NA	NA	1	0
AC235544.1_FG004	Zm00001d048217	1019	1223	1311	1261	971	1206
AC235546.1_FG001	Zm00001d019173	1144	971	1714	1179	1828	1363
AC235547.1_FG005	Zm00001d034237	405	614	151	109	751	625
AF466202.2_FG008	Zm00001d026153	3671	5507	2594	3168	3575	4031
AY530952.1_FG001	Zm00001d037120	824	616	26	111	174	124
AY542798.1_FG003	Zm00001d033467	642	2148	609	855	1765	2048
EF517601.1_FG010	Zm00001d040254	74	29	200	141	19	28
EF517601.1_FG012	Zm00001d040257	6130	5083	5602	6827	5903	4971
EF517601.1_FG015	Zm00001d040259	937	814	915	811	532	502
GRMZM2G000014	Zm00001d053018	904	678	177	193	451	305
GRMZM2G000039	Zm00001d002272	2596	2601	2920	3578	2960	2858
GRMZM2G000044	Zm00001d002271	0	11	6	0	NA	NA
GRMZM2G000047	Zm00001d002269	NA	NA	NA	NA	NA	NA
GRMZM2G000052	Zm00001d002266	616	1226	802	752	1331	808
GRMZM2G000076	Zm00001d041161	231	162	49	83	58	86
GRMZM2G000093	Zm00001d002082	1521	1489	176	432	267	269
GRMZM2G000114	Zm00001d004300	1157	1380	897	976	1300	1169
GRMZM2G000126	Zm00001d018605	15	37	NA	NA	147	149
GRMZM2G000127	Zm00001d004298	204	212	94	61	68	43
GRMZM2G000158	Zm00001d000288	21	15	32	14	237	46
GRMZM2G000166	Zm00001d002496	NA	NA	1118	775	10	34
GRMZM2G000171	Zm00001d014795	1249	1157	953	803	2051	1479
GRMZM2G000209	Zm00001d047208	0	6	10	0	41	40
GRMZM2G000219	Zm00001d047207	159	52	128	167	131	98
GRMZM2G000231	Zm00001d044907	253	358	46	115	98	279
GRMZM2G000236	Zm00001d044906	1	29	1	2	83	43
GRMZM2G000245	Zm00001d025789	4864	5344	1134	2158	1318	1842
GRMZM2G000254	Zm00001d037843	169	273	96	158	64	48
GRMZM2G000256	Zm00001d011362	745	1096	5663	3594	365	535
GRMZM2G000268	Zm00001d025528	467	1269	192	705	171	683
GRMZM2G000278	Zm00001d016783	1278	2386	1101	929	1987	2029
GRMZM2G000292	Zm00001d008454	296	459	41	202	56	138
GRMZM2G000339	Zm00001d023671	39	37	47	67	23	17
GRMZM2G000353	Zm00001d036348	2	0	11	4	13	16
GRMZM2G000376	Zm00001d036346	6	0	8	4	23	0
GRMZM2G000393	Zm00001d045146	809	744	788	880	1144	1352
GRMZM2G000397	Zm00001d002428	243	357	195	390	398	546
GRMZM2G000404	Zm00001d020769	158	134	31	22	14	16
GRMZM2G000423	Zm00001d045145	4	17	NA	NA	152	1
GRMZM2G000431	Zm00001d004164	95	144	13	3	30	43
GRMZM2G000435	Zm00001d031737	5	22	22	13	63	7
GRMZM2G000451	Zm00001d022342	4	12	20	7	2	4
GRMZM2G000453	Zm00001d021803	10	24	9	17	0	2
GRMZM2G000481	Zm00001d049579	445	704	334	630	615	600
GRMZM2G000489	Zm00001d008634	1	1	15	23	21	26
GRMZM2G000510	Zm00001d048583	401	333	465	760	1004	1639
GRMZM2G000531	Zm00001d048585	2506	2202	2286	1987	3307	3291
GRMZM2G000540	Zm00001d032905	1150	968	755	661	1241	979
GRMZM2G000566	Zm00001d046765	NA	NA	0	1	0	2
GRMZM2G000576	Zm00001d053182	300	331	13	39	92	140
GRMZM2G000581	Zm00001d011959	7	0	6	1	7	5
GRMZM2G000587	Zm00001d044752	50	82	43	46	11	16
GRMZM2G000592	Zm00001d049724	10	0	0	1	0	2
GRMZM2G000601	Zm00001d005532	126	92	3	10	197	146
GRMZM2G000603	Zm00001d035263	0	2	8	0	7	1
GRMZM2G000608	Zm00001d052955	3529	3867	448	1661	393	698
GRMZM2G000610	Zm00001d052081	491	433	277	364	322	401
GRMZM2G000614	Zm00001d043598	511	355	197	249	177	388
GRMZM2G000615	Zm00001d043288	3097	3004	2793	2685	3674	3303
GRMZM2G000620	Zm00001d026383	5	10	141	26	129	65
GRMZM2G000622	Zm00001d033775	5426	3503	5210	6346	6615	6471
GRMZM2G000623	Zm00001d044753	998	539	1437	493	1129	770
GRMZM2G000632	Zm00001d028825	1090	1510	2249	1567	2031	1849
GRMZM2G000633	Zm00001d026382	0	1	3	0	17	0
GRMZM2G000645	Zm00001d045379	3766	3520	2451	2866	3761	3186
GRMZM2G000660	Zm00001d044693	376	392	636	798	108	352
GRMZM2G000665	Zm00001d006115	212	109	41	53	54	35
GRMZM2G000674	Zm00001d037203	211	234	111	106	86	96
GRMZM2G000686	Zm00001d027874	96	40	39	8	32	33
GRMZM2G000706	Zm00001d009713	0	12	0	4	0	6
GRMZM2G000710	Zm00001d024938	2056	3490	1832	3081	1723	3184
GRMZM2G000713	Zm00001d035829	653	551	78	136	610	645
GRMZM2G000718	Zm00001d022275	1326	2292	2160	1773	1237	977
GRMZM2G000719	Zm00001d011518	286	212	476	471	190	135
GRMZM2G000739	Zm00001d011428	919	726	726	478	3412	1196
GRMZM2G000741	Zm00001d027875	100	231	120	127	126	162
GRMZM2G000743	Zm00001d033861	371	196	NA	NA	58	75
GRMZM2G000749	Zm00001d027726	3660	4283	2110	2367	4835	4460
GRMZM2G000753	Zm00001d014385	685	648	1465	925	1889	2120
GRMZM2G000764	Zm00001d052213	329	508	1720	1382	822	736
GRMZM2G000777	Zm00001d009943	119	92	164	145	125	88
GRMZM2G000812	Zm00001d015905	28	72	350	387	1895	1758
GRMZM2G000816	Zm00001d038299	2170	1856	1482	902	1235	860
GRMZM2G000818	Zm00001d022628	30	49	80	26	97	84
GRMZM2G000823	Zm00001d027728	3337	2980	3050	3385	3505	3582
GRMZM2G000825	Zm00001d022627	1349	1906	427	735	157	303
GRMZM2G000829	Zm00001d038298	0	18	0	3	0	12
GRMZM2G000836	Zm00001d038297	NA	NA	NA	NA	21	11
GRMZM2G000842	Zm00001d038296	27	33	0	5	4	20
GRMZM2G000909	Zm00001d045494	1264	1030	629	616	644	562
GRMZM2G000923	Zm00001d029173	5879	5841	5586	7495	8547	8316
GRMZM2G000932	Zm00001d045495	4	5	22	14	386	393
GRMZM2G000936	Zm00001d007522	2094	4473	1851	1656	1467	1277
GRMZM2G000937	Zm00001d014968	191	165	95	83	128	142
GRMZM2G000964	Zm00001d053718	98	75	260	207	20	36
GRMZM2G000973	Zm00001d025950	345	368	695	314	555	352
GRMZM2G000976	Zm00001d053719	498	423	235	239	253	205
GRMZM2G000980	Zm00001d003984	2653	2065	892	1057	1454	1402
GRMZM2G001024	Zm00001d009108	1408	1134	597	608	801	777
GRMZM2G001033	Zm00001d017144	576	724	688	575	845	717
GRMZM2G001043	Zm00001d049093	5	4	33	21	8	9
GRMZM2G001048	Zm00001d049094	846	844	109	158	101	126
GRMZM2G001079	Zm00001d028725	7	12	293	81	170	193
GRMZM2G001084	Zm00001d003894	1678	1855	5988	4437	1155	1345
GRMZM2G001088	Zm00001d012087	517	392	303	279	309	194
GRMZM2G001097	Zm00001d017157	256	157	61	45	398	410
GRMZM2G001114	Zm00001d020013	4879	2754	2530	2771	1008	534
GRMZM2G001116	Zm00001d048673	99	69	50	81	35	49
GRMZM2G001139	Zm00001d011748	262	120	3	0	1	0
GRMZM2G001160	Zm00001d048672	763	837	157	348	188	177
GRMZM2G001180	Zm00001d007640	794	937	403	470	744	894
GRMZM2G001191	Zm00001d014321	3287	3176	1556	1312	2207	1716
GRMZM2G001200	Zm00001d052661	11	3	6	0	3	3
GRMZM2G001205	Zm00001d035609	0	2	NA	NA	7	6
GRMZM2G001221	Zm00001d038730	231	246	57	14	149	144
GRMZM2G001223	Zm00001d016952	2	37	81	87	4	6
GRMZM2G001241	Zm00001d003085	307	513	1975	2818	134	112
GRMZM2G001243	Zm00001d011131	93	644	57	78	68	78
GRMZM2G001247	Zm00001d007157	NA	NA	NA	NA	NA	NA
GRMZM2G001255	Zm00001d044467	57	70	138	106	117	91
GRMZM2G001265	Zm00001d025098	329	393	209	252	402	420
GRMZM2G001288	Zm00001d029313	0	1	2	6	3	3
GRMZM2G001289	Zm00001d002234	1778	2455	1071	1521	150	232
GRMZM2G001296	Zm00001d044468	710	993	640	766	362	419
GRMZM2G001297	Zm00001d007158	3574	3493	4014	3354	4809	4539
GRMZM2G001327	Zm00001d037877	2475	2732	3546	4879	1973	1787
GRMZM2G001334	Zm00001d002235	1275	1245	939	854	757	896
GRMZM2G001361	Zm00001d029309	0	2	NA	NA	NA	NA
GRMZM2G001363	Zm00001d026095	0	4	3	5	0	1
GRMZM2G001388	Zm00001d007642	0	71	0	34	0	36
GRMZM2G001415	Zm00001d044597	1062	796	746	697	818	616
GRMZM2G001421	Zm00001d008957	4	8	1	9	15	10
GRMZM2G001426	Zm00001d044065	28	45	20	11	15	13
GRMZM2G001444	Zm00001d007645	833	934	504	489	841	698
GRMZM2G001454	Zm00001d045984	529	401	281	317	422	373
GRMZM2G001457	Zm00001d044599	523	718	3836	1578	814	1179
GRMZM2G001500	Zm00001d023802	872	1479	7568	7873	1227	1923
GRMZM2G001514	Zm00001d009567	329	426	13015	5642	6561	6951
GRMZM2G001530	Zm00001d024538	88	99	44	95	117	124
GRMZM2G001541	Zm00001d052889	825	551	877	385	386	159
GRMZM2G001551	Zm00001d024539	1411	1493	2870	2687	488	720
GRMZM2G001577	Zm00001d032838	17	57	20	25	73	90
GRMZM2G001592	Zm00001d032837	86	31	56	24	27	11
GRMZM2G001606	Zm00001d032836	286	173	75	67	93	86
GRMZM2G001639	Zm00001d021224	401	465	682	373	1579	1300
GRMZM2G001645	Zm00001d020963	1346	2048	5314	3682	2343	2521
GRMZM2G001652	Zm00001d020178	2190	2300	2289	1917	2168	1747
GRMZM2G001660	Zm00001d005824	1188	2211	360	801	82	116
GRMZM2G001663	Zm00001d028472	126	323	927	652	1016	667
GRMZM2G001668	Zm00001d005450	1537	1208	1039	966	1177	1083
GRMZM2G001696	Zm00001d028471	40	15	1	206	26	47
GRMZM2G001724	Zm00001d013795	255	395	603	526	371	336
GRMZM2G001750	Zm00001d005762	1864	1628	3143	1846	1456	1642
GRMZM2G001755	Zm00001d009339	496	450	640	819	135	208
GRMZM2G001764	Zm00001d032744	252	383	54	57	93	21
GRMZM2G001777	Zm00001d007675	268	210	138	111	137	77
GRMZM2G001799	Zm00001d045203	1	0	1	1	28	10
GRMZM2G001803	Zm00001d031764	1229	1254	820	847	1115	1123
GRMZM2G001805	Zm00001d025228	157	123	464	300	80	84
GRMZM2G001812	Zm00001d032745	55	62	17	6	60	122
GRMZM2G001820	Zm00001d006488	669	721	582	598	916	1031
GRMZM2G001853	Zm00001d025229	0	1	NA	NA	NA	NA
GRMZM2G001869	Zm00001d033955	550	505	146	218	220	328
GRMZM2G001875	Zm00001d039496	2	1	4	0	54	48
GRMZM2G001887	Zm00001d013999	3184	1609	5346	2716	3550	1974
GRMZM2G001889	Zm00001d015720	64	106	278	155	12	13
GRMZM2G001904	Zm00001d023534	490	525	1109	652	257	204
GRMZM2G001915	Zm00001d009171	181	540	54	57	128	128
GRMZM2G001930	Zm00001d030028	67	187	79	63	105	113
GRMZM2G001934	Zm00001d026668	758	743	472	518	523	586
GRMZM2G001953	Zm00001d052273	238	226	625	396	325	180
GRMZM2G001956	Zm00001d019052	45	77	58	64	21	47
GRMZM2G001973	Zm00001d005881	2009	2332	9119	7551	1877	3960
GRMZM2G001977	Zm00001d005905	56	141	2	49	101	160
GRMZM2G001991	Zm00001d009666	10	11	61	20	120	70
GRMZM2G002002	Zm00001d028022	2077	1821	954	1000	1272	1130
GRMZM2G002023	Zm00001d012224	3552	6574	3025	1830	2956	2122
GRMZM2G002034	Zm00001d009667	21	12	33	43	45	28
GRMZM2G002075	Zm00001d005884	367	360	40	63	189	371
GRMZM2G002100	Zm00001d036215	1357	1340	1137	1296	1809	1806
GRMZM2G002104	Zm00001d005885	5	25	18	4	5	5
GRMZM2G002115	Zm00001d035297	853	958	397	543	613	725
GRMZM2G002121	Zm00001d027276	113	98	96	78	285	309
GRMZM2G002124	Zm00001d018502	NA	NA	NA	NA	NA	NA
GRMZM2G002128	Zm00001d038270	254	254	436	349	496	422
GRMZM2G002130	Zm00001d009954	643	554	621	651	845	763
GRMZM2G002131	Zm00001d005888	1	24	8	8	78	55
GRMZM2G002135	Zm00001d011927	174	226	86	83	141	216
GRMZM2G002138	Zm00001d030784	3416	1983	750	511	1073	824
GRMZM2G002142	Zm00001d005889	5	9	4	2	30	15
GRMZM2G002165	Zm00001d043201	452	532	4814	3144	183	384
GRMZM2G002173	Zm00001d050865	51	93	3382	1860	68	95
GRMZM2G002178	Zm00001d028282	108	196	890	625	398	390
GRMZM2G002220	Zm00001d052809	4107	5841	38337	39587	3239	5970
GRMZM2G002227	Zm00001d045230	504	369	26	74	63	132
GRMZM2G002260	Zm00001d013561	0	1	147	81	149	99
GRMZM2G002276	Zm00001d042879	806	1034	807	641	942	748
GRMZM2G002286	Zm00001d052810	4	18	163	117	185	330
GRMZM2G002297	Zm00001d011519	640	469	340	353	853	711
GRMZM2G002361	Zm00001d010915	1154	960	669	881	1215	1256
GRMZM2G002391	Zm00001d024294	916	1524	1632	1385	1599	1690
GRMZM2G002420	Zm00001d053367	303	458	173	300	130	172
GRMZM2G002427	Zm00001d010914	1077	899	489	442	507	415
GRMZM2G002440	Zm00001d050123	1094	1021	924	1173	1472	1635
GRMZM2G002473	Zm00001d037635	0	2	2	4	1	6
GRMZM2G002492	Zm00001d028152	268	327	230	200	227	290
GRMZM2G002499	Zm00001d033645	832	835	726	534	1134	927
GRMZM2G002515	Zm00001d000055	17	0	0	1	41	25
GRMZM2G002531	Zm00001d053168	194	132	166	114	160	151
GRMZM2G002542	Zm00001d023611	16	2	NA	NA	0	3
GRMZM2G002548	Zm00001d043914	1713	1547	980	907	1028	918
GRMZM2G002555	Zm00001d053135	7	480	72	18	338	243
GRMZM2G002559	Zm00001d002252	15284	29028	1304	3229	2762	2141
GRMZM2G002569	Zm00001d005776	99	62	39	62	445	384
GRMZM2G002578	Zm00001d044464	150	184	630	429	198	263
GRMZM2G002616	Zm00001d041682	2765	2448	1128	1631	1512	1504
GRMZM2G002617	Zm00001d045764	2862	2747	1167	1392	2056	2303
GRMZM2G002626	Zm00001d042691	534	567	183	257	247	306
GRMZM2G002627	Zm00001d017559	105	181	30	68	513	696
GRMZM2G002652	Zm00001d053107	593	690	1932	1351	1131	1032
GRMZM2G002656	Zm00001d037650	1360	890	1879	1623	3546	4668
GRMZM2G002687	Zm00001d033647	4153	4767	6691	7105	6090	5002
GRMZM2G002699	Zm00001d033648	2063	1776	1158	1708	1769	1663
GRMZM2G002704	Zm00001d049926	6	14	52	35	257	227
GRMZM2G002754	Zm00001d013534	159	225	1497	814	42	91
GRMZM2G002756	Zm00001d050393	39	60	276	100	40	48
GRMZM2G002765	Zm00001d012969	1621	1188	613	565	875	694
GRMZM2G002786	Zm00001d012776	9102	12915	4971	6865	6369	8782
GRMZM2G002807	Zm00001d006221	3831	3925	8282	8635	7209	9124
GRMZM2G002825	Zm00001d012966	7517	6512	8613	6709	15599	13501
GRMZM2G002830	Zm00001d040390	753	921	103	315	191	142
GRMZM2G002851	Zm00001d006322	224	214	603	393	234	208
GRMZM2G002858	Zm00001d012690	304	459	293	689	183	281
GRMZM2G002859	Zm00001d013860	898	788	843	668	893	694
GRMZM2G002863	Zm00001d025264	12	4	6	11	10	10
GRMZM2G002874	Zm00001d013812	2477	2541	3189	4770	2450	2706
GRMZM2G002879	Zm00001d006470	426	219	1440	527	211	89
GRMZM2G002894	Zm00001d019061	528	18	224	11	265	21
GRMZM2G002898	Zm00001d032460	4465	3519	3092	1819	4024	3676
GRMZM2G002903	Zm00001d003033	846	666	191	334	369	296
GRMZM2G002910	Zm00001d018831	1165	1470	479	866	968	2433
GRMZM2G002918	Zm00001d025266	1	0	NA	NA	NA	NA
GRMZM2G002948	Zm00001d006321	2325	2122	1202	1939	694	821
GRMZM2G002959	Zm00001d037521	1510	1335	1607	1241	2625	3096
GRMZM2G002961	Zm00001d014928	0	2	0	1	0	12
GRMZM2G002978	Zm00001d003836	574	463	212	231	265	266
GRMZM2G003002	Zm00001d013067	231	2	101	1	116	0
GRMZM2G003022	Zm00001d009150	2141	2279	2759	3130	3123	3169
GRMZM2G003023	Zm00001d044844	705	555	711	589	527	573
